rowDate,rowAmount
01/1/2006,20.58
01/1/2007,21.18
01/1/2008,21.94
01/1/2009,22.37
01/1/2010,22.77
01/1/2011,23.23
01/1/2012,23.72
01/1/2013,24.17
01/1/2014,24.65
01/1/2015,25.28
